Source_DC,Destination_DC,SKU,PerUnitTransportationCost,TransitTimeDays
DC_5,DC_10,SKU_36,4.270429715537132,3
DC_5,DC_10,SKU_37,0.6973108362348346,2
DC_5,DC_10,SKU_38,3.304914951915759,7
DC_5,DC_10,SKU_39,3.0065306284090787,9
DC_5,DC_10,SKU_40,4.884572554358138,9
DC_5,DC_10,SKU_41,2.4723437361492464,5
DC_5,DC_10,SKU_42,1.241229861243414,1
DC_5,DC_10,SKU_43,2.8155700232051024,4
DC_5,DC_10,SKU_44,2.6758493031423716,4
DC_5,DC_10,SKU_45,3.1631355844849667,8
DC_5,DC_10,SKU_46,0.5902371940280384,6
DC_5,DC_10,SKU_47,3.06176622327736,8
DC_5,DC_10,SKU_48,3.8858415494540415,1
DC_5,DC_10,SKU_49,1.3543369712193611,5
DC_5,DC_10,SKU_50,3.5122344065144113,9
DC_6,DC_1,SKU_1,3.390251735782017,7
DC_6,DC_1,SKU_2,3.767852677379473,5
DC_6,DC_1,SKU_3,1.8455570582420573,9
DC_6,DC_1,SKU_4,3.5204970035584293,3
DC_6,DC_1,SKU_5,3.392609225729371,2
DC_6,DC_1,SKU_6,4.261023818845706,5
DC_6,DC_1,SKU_7,2.0405033710744584,8
DC_6,DC_1,SKU_8,2.875154487330293,8
DC_6,DC_1,SKU_9,2.806722738597146,1
DC_6,DC_1,SKU_10,4.841107154728074,1
DC_6,DC_1,SKU_11,0.7404557107595773,3
DC_6,DC_1,SKU_12,1.276008750382366,4
DC_6,DC_1,SKU_13,3.2670635655512124,8
DC_6,DC_1,SKU_14,3.8282975809384774,7
DC_6,DC_1,SKU_15,1.7252854731866039,1
DC_6,DC_1,SKU_16,3.293684615776513,8
DC_6,DC_1,SKU_17,4.270286214074833,9
DC_6,DC_1,SKU_18,1.1368454110248205,3
DC_6,DC_1,SKU_19,3.168431364899723,1
DC_6,DC_1,SKU_20,3.551551256914909,3
DC_6,DC_1,SKU_21,4.301562820396601,4
DC_6,DC_1,SKU_22,1.6909227724944267,1
DC_6,DC_1,SKU_23,0.9499336136769951,7
DC_6,DC_1,SKU_24,2.0988033944869344,4
DC_6,DC_1,SKU_25,4.0810402902942595,3
DC_6,DC_1,SKU_26,2.9938156495195947,4
DC_6,DC_1,SKU_27,2.657836567001092,9
DC_6,DC_1,SKU_28,0.6504193989194973,7
DC_6,DC_1,SKU_29,1.5668167602838012,6
DC_6,DC_1,SKU_30,3.118393699271185,5
DC_6,DC_1,SKU_31,1.1506086960781312,6
DC_6,DC_1,SKU_32,4.650384989676131,3
DC_6,DC_1,SKU_33,2.9932627255709483,3
DC_6,DC_1,SKU_34,1.2983426155453206,6
DC_6,DC_1,SKU_35,3.051647525755524,2
DC_6,DC_1,SKU_36,1.1287425514052933,7
DC_6,DC_1,SKU_37,2.4105767323368,7
DC_6,DC_1,SKU_38,2.5820952425952215,8
DC_6,DC_1,SKU_39,1.3084039213885925,8
DC_6,DC_1,SKU_40,2.233231824976432,2
DC_6,DC_1,SKU_41,0.894085533438072,6
DC_6,DC_1,SKU_42,3.0374016435129496,3
DC_6,DC_1,SKU_43,3.4937277630660986,8
DC_6,DC_1,SKU_44,3.2168981472692586,5
DC_6,DC_1,SKU_45,1.1006099567695782,8
DC_6,DC_1,SKU_46,4.9538146897052195,2
DC_6,DC_1,SKU_47,3.1974374391242977,9
DC_6,DC_1,SKU_48,0.7089514496726554,2
DC_6,DC_1,SKU_49,4.646387006943474,4
DC_6,DC_1,SKU_50,1.2122737281471814,9
DC_6,DC_2,SKU_1,4.169095807350026,6
DC_6,DC_2,SKU_2,1.6124273318249456,6
DC_6,DC_2,SKU_3,4.826221115646718,2
DC_6,DC_2,SKU_4,4.513190951329758,4
DC_6,DC_2,SKU_5,0.565403608696958,8
DC_6,DC_2,SKU_6,3.097272319807983,9
DC_6,DC_2,SKU_7,4.92160515346492,2
DC_6,DC_2,SKU_8,1.7714338864809962,7
DC_6,DC_2,SKU_9,4.281801491702032,7
DC_6,DC_2,SKU_10,2.767499585560731,6
DC_6,DC_2,SKU_11,1.6202458615859274,5
DC_6,DC_2,SKU_12,2.003969017670516,7
DC_6,DC_2,SKU_13,3.872823868205513,5
DC_6,DC_2,SKU_14,4.114870580831151,3
DC_6,DC_2,SKU_15,2.4680640759466765,2
DC_6,DC_2,SKU_16,3.3461249108516484,4
DC_6,DC_2,SKU_17,4.456419519134222,8
DC_6,DC_2,SKU_18,1.8213457629194338,7
DC_6,DC_2,SKU_19,2.0387052210862695,6
DC_6,DC_2,SKU_20,2.7513404347729638,5
DC_6,DC_2,SKU_21,3.116412026910892,3
DC_6,DC_2,SKU_22,1.6862244791309666,1
DC_6,DC_2,SKU_23,2.429993441075948,3
DC_6,DC_2,SKU_24,4.702781023622232,9
DC_6,DC_2,SKU_25,0.503225864179609,6
DC_6,DC_2,SKU_26,4.351203082057566,9
DC_6,DC_2,SKU_27,1.5511119540006164,1
DC_6,DC_2,SKU_28,0.670190614484159,8
DC_6,DC_2,SKU_29,2.5424087899817125,5
DC_6,DC_2,SKU_30,0.9814606752858049,2
DC_6,DC_2,SKU_31,1.6562853477881143,3
DC_6,DC_2,SKU_32,1.5765044614963608,7
DC_6,DC_2,SKU_33,0.754320608585408,2
DC_6,DC_2,SKU_34,2.441786539314391,8
DC_6,DC_2,SKU_35,2.131293790949556,2
DC_6,DC_2,SKU_36,4.7324178549632645,2
DC_6,DC_2,SKU_37,2.21516096915631,7
DC_6,DC_2,SKU_38,3.7187018712915996,6
DC_6,DC_2,SKU_39,2.5323754798347706,3
DC_6,DC_2,SKU_40,1.3289895468336168,9
DC_6,DC_2,SKU_41,2.265719454197246,4
DC_6,DC_2,SKU_42,2.3605959501957203,4
DC_6,DC_2,SKU_43,0.6609480935672086,5
DC_6,DC_2,SKU_44,1.2122881522659412,1
DC_6,DC_2,SKU_45,1.4336124712649474,6
DC_6,DC_2,SKU_46,3.6133875867237997,1
DC_6,DC_2,SKU_47,2.6198767826776637,9
DC_6,DC_2,SKU_48,3.057436179850665,3
DC_6,DC_2,SKU_49,1.0928470983438388,8
DC_6,DC_2,SKU_50,4.193311283670786,3
DC_6,DC_3,SKU_1,4.398923313044403,2
DC_6,DC_3,SKU_2,1.0330776729251683,4
DC_6,DC_3,SKU_3,1.0326300253308411,9
DC_6,DC_3,SKU_4,1.6253711101127382,8
DC_6,DC_3,SKU_5,2.805351624119599,5
DC_6,DC_3,SKU_6,2.3950350699533676,7
DC_6,DC_3,SKU_7,1.5410692094006773,9
DC_6,DC_3,SKU_8,4.468564781435568,7
DC_6,DC_3,SKU_9,0.7489957422350575,8
DC_6,DC_3,SKU_10,3.322662802861902,6
DC_6,DC_3,SKU_11,2.1859214855667295,2
DC_6,DC_3,SKU_12,2.0562285663931723,9
DC_6,DC_3,SKU_13,0.5380317322810724,8
DC_6,DC_3,SKU_14,3.9941909659205006,7
DC_6,DC_3,SKU_15,4.730809256281586,3
DC_6,DC_3,SKU_16,3.2488703758258266,2
DC_6,DC_3,SKU_17,2.4608046057948845,6
DC_6,DC_3,SKU_18,3.4125002752903497,4
DC_6,DC_3,SKU_19,2.3719532358885873,1
DC_6,DC_3,SKU_20,2.806627564096297,3
DC_6,DC_3,SKU_21,0.9709728525855332,6
DC_6,DC_3,SKU_22,3.7934296387822406,2
DC_6,DC_3,SKU_23,1.924710956723358,1
DC_6,DC_3,SKU_24,2.7660653348159974,7
DC_6,DC_3,SKU_25,0.838409129432611,6
DC_6,DC_3,SKU_26,2.6735533499677038,7
DC_6,DC_3,SKU_27,3.677261515871139,9
DC_6,DC_3,SKU_28,2.2959920775862814,5
DC_6,DC_3,SKU_29,4.48217036080235,1
DC_6,DC_3,SKU_30,1.4951642454981202,7
DC_6,DC_3,SKU_31,3.9154809312082746,1
DC_6,DC_3,SKU_32,4.96441484162969,8
DC_6,DC_3,SKU_33,1.815363709496769,7
DC_6,DC_3,SKU_34,2.276488925472573,8
DC_6,DC_3,SKU_35,2.3581003531514595,3
DC_6,DC_3,SKU_36,2.444959344132606,7
DC_6,DC_3,SKU_37,0.5105636324035392,9
DC_6,DC_3,SKU_38,3.562623918134453,7
DC_6,DC_3,SKU_39,2.6277153120333607,4
DC_6,DC_3,SKU_40,0.9863487214987474,7
DC_6,DC_3,SKU_41,3.7043239651156874,6
DC_6,DC_3,SKU_42,0.858146663174191,3
DC_6,DC_3,SKU_43,1.9134941859021684,3
DC_6,DC_3,SKU_44,4.340059239239258,5
DC_6,DC_3,SKU_45,3.97635166293145,1
DC_6,DC_3,SKU_46,0.9272914133824895,4
DC_6,DC_3,SKU_47,3.96162751658714,8
DC_6,DC_3,SKU_48,0.6680882139599972,1
DC_6,DC_3,SKU_49,1.0485014543616153,6
DC_6,DC_3,SKU_50,4.499791302823393,8
DC_6,DC_4,SKU_1,2.1358150581617004,6
DC_6,DC_4,SKU_2,4.555666435084535,1
DC_6,DC_4,SKU_3,1.1529750802840262,8
DC_6,DC_4,SKU_4,1.1339087177788758,7
DC_6,DC_4,SKU_5,3.485759312323657,2
DC_6,DC_4,SKU_6,4.775950426394436,7
DC_6,DC_4,SKU_7,0.8554126971480427,8
DC_6,DC_4,SKU_8,4.031255368307113,6
DC_6,DC_4,SKU_9,2.8841407568152433,2
DC_6,DC_4,SKU_10,4.459683036372681,7
DC_6,DC_4,SKU_11,1.1763978011778593,7
DC_6,DC_4,SKU_12,3.1390678056865893,8
DC_6,DC_4,SKU_13,1.0804050856722438,4
DC_6,DC_4,SKU_14,4.540541471484135,5
DC_6,DC_4,SKU_15,0.6177125404553894,3
DC_6,DC_4,SKU_16,4.527950130798099,3
DC_6,DC_4,SKU_17,1.666469001973939,3
DC_6,DC_4,SKU_18,4.576322254996876,7
DC_6,DC_4,SKU_19,1.1918719044631314,9
DC_6,DC_4,SKU_20,2.348640504543563,9
DC_6,DC_4,SKU_21,3.792673727254182,6
DC_6,DC_4,SKU_22,1.4015291949339905,3
DC_6,DC_4,SKU_23,3.5973184929226476,8
DC_6,DC_4,SKU_24,1.893781497880985,3
DC_6,DC_4,SKU_25,1.8395317201678059,8
DC_6,DC_4,SKU_26,4.273798082891256,9
DC_6,DC_4,SKU_27,3.5908992218070948,5
DC_6,DC_4,SKU_28,1.7330530117349638,2
DC_6,DC_4,SKU_29,3.0193492101551476,2
DC_6,DC_4,SKU_30,1.7292182916647532,3
DC_6,DC_4,SKU_31,2.54897937413871,9
DC_6,DC_4,SKU_32,3.6738798914116724,9
DC_6,DC_4,SKU_33,3.74120565776328,1
DC_6,DC_4,SKU_34,4.6515758220761,9
DC_6,DC_4,SKU_35,2.320902627980447,4
DC_6,DC_4,SKU_36,3.90442362572888,2
DC_6,DC_4,SKU_37,3.620794266708442,2
DC_6,DC_4,SKU_38,4.277336169241724,4
DC_6,DC_4,SKU_39,4.293666261174664,4
DC_6,DC_4,SKU_40,1.4955701891300766,6
DC_6,DC_4,SKU_41,2.306937821023771,8
DC_6,DC_4,SKU_42,2.6294593409797944,6
DC_6,DC_4,SKU_43,2.5534666572007936,5
DC_6,DC_4,SKU_44,1.4278868566484102,7
DC_6,DC_4,SKU_45,4.2881391906296855,4
DC_6,DC_4,SKU_46,3.151203698272047,9
DC_6,DC_4,SKU_47,1.5353802133586376,2
DC_6,DC_4,SKU_48,4.217978190988491,8
DC_6,DC_4,SKU_49,4.197422002460327,2
DC_6,DC_4,SKU_50,2.2019305274288508,9
DC_6,DC_5,SKU_1,0.9917575041567197,5
DC_6,DC_5,SKU_2,0.9453588053391807,2
DC_6,DC_5,SKU_3,1.7107350293397332,6
DC_6,DC_5,SKU_4,2.0591117918540025,7
DC_6,DC_5,SKU_5,4.908804506482369,2
DC_6,DC_5,SKU_6,4.495367073809987,3
DC_6,DC_5,SKU_7,2.5294392619175468,5
DC_6,DC_5,SKU_8,3.6838526854011926,3
DC_6,DC_5,SKU_9,2.6222385683349154,6
DC_6,DC_5,SKU_10,1.0729034543602625,9
DC_6,DC_5,SKU_11,3.676471001067747,1
DC_6,DC_5,SKU_12,2.112631410460228,8
DC_6,DC_5,SKU_13,1.5551780305242646,9
DC_6,DC_5,SKU_14,1.974970426285485,7
DC_6,DC_5,SKU_15,3.3429867964373994,4
DC_6,DC_5,SKU_16,2.4505866487990566,5
DC_6,DC_5,SKU_17,4.845439286448856,9
DC_6,DC_5,SKU_18,0.5443107125540493,7
DC_6,DC_5,SKU_19,2.0001552715245325,1
DC_6,DC_5,SKU_20,1.4419481722115768,7
DC_6,DC_5,SKU_21,2.4601512110571906,2
DC_6,DC_5,SKU_22,3.7194629147444322,2
DC_6,DC_5,SKU_23,3.5864432378890907,7
DC_6,DC_5,SKU_24,1.7712442697943405,2
DC_6,DC_5,SKU_25,3.78687319258881,9
DC_6,DC_5,SKU_26,1.9120196448757794,1
DC_6,DC_5,SKU_27,3.999561693237017,2
DC_6,DC_5,SKU_28,0.974811408805405,4
DC_6,DC_5,SKU_29,3.473273268991182,1
DC_6,DC_5,SKU_30,2.370984411117083,6
DC_6,DC_5,SKU_31,0.7342062744025915,4
DC_6,DC_5,SKU_32,1.5786908520910012,4
DC_6,DC_5,SKU_33,3.1363837273756467,6
DC_6,DC_5,SKU_34,1.1052054792297603,8
DC_6,DC_5,SKU_35,4.573948227692404,4
DC_6,DC_5,SKU_36,2.3415146608630817,1
DC_6,DC_5,SKU_37,1.614040286638031,9
DC_6,DC_5,SKU_38,0.7133703626303822,4
DC_6,DC_5,SKU_39,4.5978935712554545,3
DC_6,DC_5,SKU_40,2.4256161058450343,4
DC_6,DC_5,SKU_41,3.84039610490176,5
DC_6,DC_5,SKU_42,3.581479212256393,6
DC_6,DC_5,SKU_43,4.881841619173221,1
DC_6,DC_5,SKU_44,2.672277743645525,4
DC_6,DC_5,SKU_45,1.7620845089209358,7
DC_6,DC_5,SKU_46,1.9074232733981717,3
DC_6,DC_5,SKU_47,1.2726949503815967,9
DC_6,DC_5,SKU_48,4.072520127929324,7
DC_6,DC_5,SKU_49,3.3300731521562676,7
DC_6,DC_5,SKU_50,3.4472349705529473,9
DC_6,DC_6,SKU_1,2.021629948177138,9
DC_6,DC_6,SKU_2,4.40309587601911,3
DC_6,DC_6,SKU_3,2.840823210795772,2
DC_6,DC_6,SKU_4,3.0251801600238024,5
DC_6,DC_6,SKU_5,4.057713341463899,6
DC_6,DC_6,SKU_6,0.7859107509076336,4
DC_6,DC_6,SKU_7,3.270767240503277,6
DC_6,DC_6,SKU_8,2.318667942996753,3
DC_6,DC_6,SKU_9,0.6629326766932323,1
DC_6,DC_6,SKU_10,3.689063773303573,6
DC_6,DC_6,SKU_11,1.866757332343216,8
DC_6,DC_6,SKU_12,4.015656292022835,9
DC_6,DC_6,SKU_13,1.5872110791801795,2
DC_6,DC_6,SKU_14,4.20710787464242,8
DC_6,DC_6,SKU_15,4.530438138124296,8
DC_6,DC_6,SKU_16,3.679474110272721,3
DC_6,DC_6,SKU_17,3.704035825391732,4
DC_6,DC_6,SKU_18,1.0678779096180646,5
DC_6,DC_6,SKU_19,2.6604056400802087,9
DC_6,DC_6,SKU_20,2.392836065954687,9
DC_6,DC_6,SKU_21,4.719837447206699,7
DC_6,DC_6,SKU_22,0.587761914247341,3
DC_6,DC_6,SKU_23,0.9867622439784169,1
DC_6,DC_6,SKU_24,4.172150760359308,2
DC_6,DC_6,SKU_25,1.3950126632210782,3
DC_6,DC_6,SKU_26,1.8430279751649223,9
DC_6,DC_6,SKU_27,1.7966846109983137,8
DC_6,DC_6,SKU_28,1.3911392598399215,5
DC_6,DC_6,SKU_29,0.7538061099235571,7
DC_6,DC_6,SKU_30,1.8262168108541095,3
DC_6,DC_6,SKU_31,1.5071813872539297,8
DC_6,DC_6,SKU_32,4.959437762735083,8
DC_6,DC_6,SKU_33,1.5844831609816308,6
DC_6,DC_6,SKU_34,2.277456217470646,5
DC_6,DC_6,SKU_35,1.041129439568306,1
DC_6,DC_6,SKU_36,2.0783178428193896,8
DC_6,DC_6,SKU_37,3.5478678168416344,8
DC_6,DC_6,SKU_38,3.051555464390775,6
DC_6,DC_6,SKU_39,0.512789691487876,1
DC_6,DC_6,SKU_40,4.716271642589129,5
DC_6,DC_6,SKU_41,3.9696726661018467,1
DC_6,DC_6,SKU_42,1.0716510918795428,9
DC_6,DC_6,SKU_43,1.874360743442381,4
DC_6,DC_6,SKU_44,4.914438362594074,5
DC_6,DC_6,SKU_45,4.5415572562079545,1
DC_6,DC_6,SKU_46,2.1514916627069933,3
DC_6,DC_6,SKU_47,1.910154625057752,5
DC_6,DC_6,SKU_48,3.8003083220070755,6
DC_6,DC_6,SKU_49,1.2340160380250544,3
DC_6,DC_6,SKU_50,2.0383952079305767,3
DC_6,DC_7,SKU_1,3.11743099702853,6
DC_6,DC_7,SKU_2,2.4052403708035786,4
DC_6,DC_7,SKU_3,1.4134710163603874,5
DC_6,DC_7,SKU_4,2.8704167946149686,5
DC_6,DC_7,SKU_5,3.662322346803141,5
DC_6,DC_7,SKU_6,0.9578953782545708,6
DC_6,DC_7,SKU_7,1.1869617404335269,1
DC_6,DC_7,SKU_8,1.9763135801854599,8
DC_6,DC_7,SKU_9,0.6099209732328494,6
DC_6,DC_7,SKU_10,3.5794789270487,3
DC_6,DC_7,SKU_11,1.4726111553991432,5
DC_6,DC_7,SKU_12,0.6826819338606803,3
DC_6,DC_7,SKU_13,4.090110674938735,2
DC_6,DC_7,SKU_14,1.41907379256439,4
DC_6,DC_7,SKU_15,2.357777289915079,8
DC_6,DC_7,SKU_16,1.3129821450608423,7
DC_6,DC_7,SKU_17,3.261685862946863,5
DC_6,DC_7,SKU_18,0.8851979877024574,3
DC_6,DC_7,SKU_19,0.5627705841136015,7
DC_6,DC_7,SKU_20,3.2216079282978374,5
DC_6,DC_7,SKU_21,3.251726837236396,7
DC_6,DC_7,SKU_22,0.7822497713650646,7
DC_6,DC_7,SKU_23,1.1019231278465098,9
DC_6,DC_7,SKU_24,3.4215295079343355,3
DC_6,DC_7,SKU_25,0.6514237552956197,1
DC_6,DC_7,SKU_26,2.2913923020630387,1
DC_6,DC_7,SKU_27,1.3068330586702182,8
DC_6,DC_7,SKU_28,4.892090708860224,3
DC_6,DC_7,SKU_29,1.9822013016539795,2
DC_6,DC_7,SKU_30,4.085816795474554,5
DC_6,DC_7,SKU_31,4.862477190541453,2
DC_6,DC_7,SKU_32,4.030414334082028,8
DC_6,DC_7,SKU_33,1.3521239410633825,3
DC_6,DC_7,SKU_34,4.802597853540661,6
DC_6,DC_7,SKU_35,0.6275185267252309,9
DC_6,DC_7,SKU_36,0.5912614170256136,9
DC_6,DC_7,SKU_37,2.8116673953015,6
DC_6,DC_7,SKU_38,1.4668457289124914,1
DC_6,DC_7,SKU_39,1.4051144416566976,6
DC_6,DC_7,SKU_40,4.969193466155723,3
DC_6,DC_7,SKU_41,2.788425011739686,2
DC_6,DC_7,SKU_42,3.379803733015567,2
DC_6,DC_7,SKU_43,4.756030908084301,7
DC_6,DC_7,SKU_44,2.216369047025104,9
DC_6,DC_7,SKU_45,3.860344885091719,4
DC_6,DC_7,SKU_46,1.0891906345704987,8
DC_6,DC_7,SKU_47,1.4273320097172886,5
DC_6,DC_7,SKU_48,0.7925035502699982,3
DC_6,DC_7,SKU_49,3.5263508190716273,8
DC_6,DC_7,SKU_50,4.563938781721894,4
DC_6,DC_8,SKU_1,4.566280414094198,6
DC_6,DC_8,SKU_2,2.428991709752682,5
DC_6,DC_8,SKU_3,2.443122953536604,2
DC_6,DC_8,SKU_4,2.29280209974241,4
DC_6,DC_8,SKU_5,4.734346045292572,1
DC_6,DC_8,SKU_6,2.581786723701783,9
DC_6,DC_8,SKU_7,3.091033449002352,7
DC_6,DC_8,SKU_8,0.5559151720726951,1
DC_6,DC_8,SKU_9,3.8884378686763332,6
DC_6,DC_8,SKU_10,0.6477147446865805,7
DC_6,DC_8,SKU_11,0.9412603185310591,5
DC_6,DC_8,SKU_12,4.235147076326336,4
DC_6,DC_8,SKU_13,4.335974985388429,1
DC_6,DC_8,SKU_14,1.3879128675922696,6
DC_6,DC_8,SKU_15,2.066121334349237,9
DC_6,DC_8,SKU_16,2.888865654298141,6
DC_6,DC_8,SKU_17,2.875133136014735,9
DC_6,DC_8,SKU_18,4.157118695191021,9
DC_6,DC_8,SKU_19,2.12796502597841,6
DC_6,DC_8,SKU_20,3.317783332072526,4
DC_6,DC_8,SKU_21,3.936247158263714,6
DC_6,DC_8,SKU_22,4.855380580234459,1
DC_6,DC_8,SKU_23,3.2825583817045585,6
DC_6,DC_8,SKU_24,0.7828586936257143,4
DC_6,DC_8,SKU_25,3.6015980898291042,9
DC_6,DC_8,SKU_26,3.8459492133678257,3
DC_6,DC_8,SKU_27,2.609685311068586,2
DC_6,DC_8,SKU_28,1.2684212755267352,8
DC_6,DC_8,SKU_29,3.0897545831107656,8
DC_6,DC_8,SKU_30,2.033084406086607,8
DC_6,DC_8,SKU_31,3.4830781355505462,1
DC_6,DC_8,SKU_32,1.6607277805410527,6
DC_6,DC_8,SKU_33,4.889872980594058,9
DC_6,DC_8,SKU_34,2.616672053231899,7
DC_6,DC_8,SKU_35,3.950173570985667,8
DC_6,DC_8,SKU_36,4.816559458957199,4
DC_6,DC_8,SKU_37,1.2902006286883283,4
DC_6,DC_8,SKU_38,3.153780662344096,8
DC_6,DC_8,SKU_39,4.132449483914378,5
DC_6,DC_8,SKU_40,2.745662778068366,7
DC_6,DC_8,SKU_41,3.124998094948329,7
DC_6,DC_8,SKU_42,4.246244154436848,6
DC_6,DC_8,SKU_43,0.5167384736812664,5
DC_6,DC_8,SKU_44,0.7991290859412721,6
DC_6,DC_8,SKU_45,2.8548160830004776,4
DC_6,DC_8,SKU_46,4.912916988038223,3
DC_6,DC_8,SKU_47,2.5348232271204854,4
DC_6,DC_8,SKU_48,4.494759790519943,8
DC_6,DC_8,SKU_49,3.068074287823904,9
DC_6,DC_8,SKU_50,1.1743825949894824,5
DC_6,DC_9,SKU_1,2.629276932339304,6
DC_6,DC_9,SKU_2,1.0865332560608234,4
DC_6,DC_9,SKU_3,1.7075290607359586,5
DC_6,DC_9,SKU_4,0.5071073948506034,1
DC_6,DC_9,SKU_5,0.6367081097950813,6
DC_6,DC_9,SKU_6,3.1446645275366443,8
DC_6,DC_9,SKU_7,1.6981056472730156,8
DC_6,DC_9,SKU_8,2.3897240840670717,3
DC_6,DC_9,SKU_9,2.002167102691568,4
DC_6,DC_9,SKU_10,2.36266726123665,5
DC_6,DC_9,SKU_11,0.7387064653866275,9
DC_6,DC_9,SKU_12,1.6702823661898578,1
DC_6,DC_9,SKU_13,3.0428252736651213,8
DC_6,DC_9,SKU_14,1.8937768267738933,1
DC_6,DC_9,SKU_15,4.035499708750052,7
DC_6,DC_9,SKU_16,4.534127857666829,1
DC_6,DC_9,SKU_17,3.626693284422743,7
DC_6,DC_9,SKU_18,4.631047295424577,8
DC_6,DC_9,SKU_19,1.137251077780547,9
DC_6,DC_9,SKU_20,1.3902099297859531,8
DC_6,DC_9,SKU_21,4.80566601765895,8
DC_6,DC_9,SKU_22,3.8430446634429436,8
DC_6,DC_9,SKU_23,1.7167245588979534,7
DC_6,DC_9,SKU_24,3.374267820121488,5
DC_6,DC_9,SKU_25,1.6369835097707706,7
DC_6,DC_9,SKU_26,1.8898127365172899,3
DC_6,DC_9,SKU_27,0.5686917784071339,1
DC_6,DC_9,SKU_28,0.6014714968853889,4
DC_6,DC_9,SKU_29,1.2699611528603083,8
DC_6,DC_9,SKU_30,3.745660585702211,6
DC_6,DC_9,SKU_31,3.4254160301296914,5
DC_6,DC_9,SKU_32,1.2004159674271586,6
DC_6,DC_9,SKU_33,2.7050191284395457,9
DC_6,DC_9,SKU_34,2.3878116920188264,4
DC_6,DC_9,SKU_35,3.7426388871678684,5
DC_6,DC_9,SKU_36,0.9116733106834121,5
DC_6,DC_9,SKU_37,0.5811705927709001,4
DC_6,DC_9,SKU_38,4.146364846054997,8
DC_6,DC_9,SKU_39,4.543774434245618,5
DC_6,DC_9,SKU_40,4.723602078137149,1
DC_6,DC_9,SKU_41,4.900970406822056,4
DC_6,DC_9,SKU_42,2.4194556437453416,1
DC_6,DC_9,SKU_43,1.2656423307972107,9
DC_6,DC_9,SKU_44,4.411047264264656,3
DC_6,DC_9,SKU_45,1.8919590096120031,6
DC_6,DC_9,SKU_46,4.671448136680079,6
DC_6,DC_9,SKU_47,1.1901417233708553,6
DC_6,DC_9,SKU_48,0.5018463024762869,5
DC_6,DC_9,SKU_49,2.120729689462062,8
DC_6,DC_9,SKU_50,1.7957034234194855,5
DC_6,DC_10,SKU_1,4.478338833395831,8
DC_6,DC_10,SKU_2,4.3573682911406255,7
DC_6,DC_10,SKU_3,1.9369259600961832,9
DC_6,DC_10,SKU_4,2.675264300069569,3
DC_6,DC_10,SKU_5,2.5579247445176914,5
DC_6,DC_10,SKU_6,1.2324924546141593,7
DC_6,DC_10,SKU_7,1.205433264196826,6
DC_6,DC_10,SKU_8,0.9850651131449357,8
DC_6,DC_10,SKU_9,2.498508523289329,4
DC_6,DC_10,SKU_10,2.2625401844099704,5
DC_6,DC_10,SKU_11,3.3582064498877076,7
DC_6,DC_10,SKU_12,0.927085593947351,3
DC_6,DC_10,SKU_13,3.0067141378650537,9
DC_6,DC_10,SKU_14,3.0963528971076695,4
DC_6,DC_10,SKU_15,4.801415194708338,2
DC_6,DC_10,SKU_16,4.451518386435657,8
DC_6,DC_10,SKU_17,4.17630959327418,6
DC_6,DC_10,SKU_18,4.1191751947030255,8
DC_6,DC_10,SKU_19,2.29124678305522,6
DC_6,DC_10,SKU_20,4.171348650855607,7
DC_6,DC_10,SKU_21,2.246546555458237,1
DC_6,DC_10,SKU_22,2.3593751546125894,4
DC_6,DC_10,SKU_23,3.9741430368755966,9
DC_6,DC_10,SKU_24,1.2673867522719888,9
DC_6,DC_10,SKU_25,3.45265741331349,8
DC_6,DC_10,SKU_26,4.064200659720326,7
DC_6,DC_10,SKU_27,0.8563388409888163,4
DC_6,DC_10,SKU_28,4.549592945096023,9
DC_6,DC_10,SKU_29,4.786889588603876,9
DC_6,DC_10,SKU_30,2.244939478383874,4
DC_6,DC_10,SKU_31,1.393927937065126,3
DC_6,DC_10,SKU_32,4.996923206853707,6
DC_6,DC_10,SKU_33,3.5492503194481735,2
DC_6,DC_10,SKU_34,3.4669765759280065,9
DC_6,DC_10,SKU_35,0.7769436536067659,2
DC_6,DC_10,SKU_36,3.9578948200275894,9
DC_6,DC_10,SKU_37,0.9766206033294809,1
DC_6,DC_10,SKU_38,4.120887638006048,7
DC_6,DC_10,SKU_39,4.431088875918804,9
DC_6,DC_10,SKU_40,4.088941155439969,3
DC_6,DC_10,SKU_41,4.31309774259215,3
DC_6,DC_10,SKU_42,3.8156229802444956,8
DC_6,DC_10,SKU_43,4.582594252746854,5
DC_6,DC_10,SKU_44,0.7983058435094761,1
DC_6,DC_10,SKU_45,2.8423424013868153,3
DC_6,DC_10,SKU_46,0.5060998602407698,5
DC_6,DC_10,SKU_47,3.713689158764783,7
DC_6,DC_10,SKU_48,4.2047089390164745,8
DC_6,DC_10,SKU_49,2.5319616026784098,6
DC_6,DC_10,SKU_50,3.5935916182237766,9
DC_7,DC_1,SKU_1,2.6961720092678747,4
DC_7,DC_1,SKU_2,2.1633940293013465,7
DC_7,DC_1,SKU_3,4.59957064990649,1
DC_7,DC_1,SKU_4,3.0723647808835963,3
DC_7,DC_1,SKU_5,1.548739345931864,8
DC_7,DC_1,SKU_6,4.915090380701979,5
DC_7,DC_1,SKU_7,0.9600087700937502,9
DC_7,DC_1,SKU_8,4.937303660943208,2
DC_7,DC_1,SKU_9,0.5918072480969285,2
DC_7,DC_1,SKU_10,4.098932342578578,9
DC_7,DC_1,SKU_11,4.380507123978792,7
